DOI,Abstract,Label,Cleaned_Abstract
10.2139/ssrn.779846,"This paper develops a simple theoretical model that can be used to account for the determinants of exchange rate pass-through to consumer prices. While recent evidence has found low estimates of pass-through in many countries, there is little consensus on an explanation for this. Our paper argues that sticky prices represent a key determinant of exchange rate pass-through. We make this argument in two stages. First, holding the frequency of price change constant, we show that our model calibrated to data from low inflation countries can reproduce the estimates of very low pass-through for these countries. The principal determinant of low pass-through in this case is the slow adjustment of prices. We then extend the model to allow the frequency of price change to be endogenous. Calibrating to a wider set of countries, including both low-inflation and high-inflation countries, we show that our model implies that exchange rate pass-through is increasing in average inflation, but at a declining rate. Performing the identical exercise on the data, we find a striking correspondence between the predictions of the model and those of the data.",0,paper develops simple theoretical model used account determinant exchange rate passthrough consumer price recent evidence found low estimate passthrough many country little consensus explanation paper argues sticky price represent key determinant exchange rate passthrough make argument two stage first holding frequency price change constant show model calibrated data low inflation country reproduce estimate low passthrough country principal determinant low passthrough case slow adjustment price extend model allow frequency price change endogenous calibrating wider set country including lowinflation highinflation country show model implies exchange rate passthrough increasing average inflation declining rate performing identical exercise data find striking correspondence prediction model data
10.2139/ssrn.590044,"This paper integrates a theory of equilibrium unemployment into a monetary model with nominal price rigidities. The model is used to study the dynamic response of the economy to a monetary policy shock. The labor market displays search and matching frictions and bargaining over real wages and hours of work. Search frictions generate unemployment in equilibrium. Wage bargaining introduces a microfounded real wage rigidity. First, I study a Nash bargaining model. Then, I develop an alternative bargaining model, which I refer to as right-to-manage bargaining. Both models have similar predictions in terms of real wage dynamics: bargaining significantly reduces the volatility of the real wage. But they have different implications for inflation dynamics: under right-to-manage, the real wage rigidity also results in smaller fluctuations of inflation. These findings are consistent with recent evidence suggesting that real wages and inflation only vary by a moderate amount in response to a monetary shock. Finally, the model can explain important features of labor-market fluctuations. In particular, a monetary expansion leads to a rise in job creation and to a hump-shaped decline in unemployment.",0,paper integrates theory equilibrium unemployment monetary model nominal price rigidity model used study dynamic response economy monetary policy shock labor market display search matching friction bargaining real wage hour work search friction generate unemployment equilibrium wage bargaining introduces microfounded real wage rigidity first study nash bargaining model develop alternative bargaining model refer righttomanage bargaining model similar prediction term real wage dynamic bargaining significantly reduces volatility real wage different implication inflation dynamic righttomanage real wage rigidity also result smaller fluctuation inflation finding consistent recent evidence suggesting real wage inflation vary moderate amount response monetary shock finally model explain important feature labormarket fluctuation particular monetary expansion lead rise job creation humpshaped decline unemployment
10.2139/ssrn.392280,"Globally, the majority of countries using inflation targets have done so when inflation was neither low nor stable. Many such countries have changed their target each year, and our empirical estimates support theoretical predictions that annual changes to the target are endogenous to outcomes. We use a unique cross-country panel dataset of inflation targets and outcomes in 60 countries in the 1990s. Our estimates suggest the target revision may be predicted according to a simple 'forecasting' rule, and depends upon the outcome's deviation from both the short-run and long-run target. During disinflation, policy-makers may therefore be characterised as using two types of policy rule; one for setting interest rates, the other for revising annual targets. In designing roles for the legislator and the central bank in the monetary framework, it is necessary to take into account the likelihood that the process of setting the target may, in some circumstances, be inseparable from that of setting policy instruments. In the light of other literature, we also argue that during disinflation, short-run targets may help central banks to build credibility because they may increase transparency.",0,globally majority country using inflation target done inflation neither low stable many country changed target year empirical estimate support theoretical prediction annual change target endogenous outcome use unique crosscountry panel dataset inflation target outcome country estimate suggest target revision may predicted according simple forecasting rule depends upon outcome deviation shortrun longrun target disinflation policymakers may therefore characterised using two type policy rule one setting interest rate revising annual target designing role legislator central bank monetary framework necessary take account likelihood process setting target may circumstance inseparable setting policy instrument light literature also argue disinflation shortrun target may help central bank build credibility may increase transparency
10.2139/ssrn.896360,"The use of non-linear models to accurately estimate the Value at Risk (VaR) of financial portfolios is increasing. Specifically, the use of Autoregressive Conditional Heteroscedasticity (ARCH) models, which can forecast the time-varying volatility of a financial asset. In this research paper ARCH-type models are applied in order to estimate the VaR of an inflation-index futures portfolio for several time-horizons. The empirical analysis is carried out for Mexican inflation-indexed futures traded at the Mexican Derivatives Exchange (MEXDER). To analyse the VaR with time horizons of more than one trading day bootstrapping simulations were applied. The results show that these models are relatively accurate for time horizons of one trading day. However, the volatility persistence of ARCH-type models is reflected with relatively high VaR estimates for longer time horizons. This is considered undesirable given that an unnecessary amount of capital must be set aside in order to meet Minimum Capital Risk Requirements for a futures portfolio. However, when the ARCH-type specifications include a variable for volatility persistence the predictions are more accurate for time horizons up to ten trading days. These results have implications for short-term inflation forecasts. By estimating confidence intervals in the VaR, it is possible to have certain confidence about the future range of inflation (or extreme inflation values) for a specified time horizon. For this study time horizons from one trading day up to three months were considered.",0,use nonlinear model accurately estimate value risk var financial portfolio increasing specifically use autoregressive conditional heteroscedasticity arch model forecast timevarying volatility financial asset research paper archtype model applied order estimate var inflationindex future portfolio several timehorizons empirical analysis carried mexican inflationindexed future traded mexican derivative exchange mexder analyse var time horizon one trading day bootstrapping simulation applied result show model relatively accurate time horizon one trading day however volatility persistence archtype model reflected relatively high var estimate longer time horizon considered undesirable given unnecessary amount capital must set aside order meet minimum capital risk requirement future portfolio however archtype specification include variable volatility persistence prediction accurate time horizon ten trading day result implication shortterm inflation forecast estimating confidence interval var possible certain confidence future range inflation extreme inflation value specified time horizon study time horizon one trading day three month considered
10.2139/ssrn.2022656,"This study documents empirical regularities related to structural changes in the exporting pattern and degree of competitiveness in selected Asian countries in the decade following the 1997 Asian crisis. We conceptually illustrate that the degree of competitiveness is determined by foreign-domestic wage inflation differentials, changes in the relative cost of capital, growth rate of total factor productivity, and foreign-domestic inflation differentials in the import sector. The contribution of these factors to the degree of competitiveness crucially depends on labor intensity and consumption expenditure shares. Hence, rising wage inflation may not result in a loss of competitiveness if it occurs in the sectors in which labor intensity is low and the consumption expenditure share is small. We confirm this prediction using data of 98 industries in nine Asian countries. Specifically, although we found that the exporting pattern in Asia and the degree of competitiveness of Asian economies substantially changed, these structural changes were not caused by labor intensity and wage inflation. However, due to data limitation, we cannot conclude whether these structural changes come from changes of the cost of capital or changes in total factor productivity.",0,study document empirical regularity related structural change exporting pattern degree competitiveness selected asian country decade following asian crisis conceptually illustrate degree competitiveness determined foreigndomestic wage inflation differential change relative cost capital growth rate total factor productivity foreigndomestic inflation differential import sector contribution factor degree competitiveness crucially depends labor intensity consumption expenditure share hence rising wage inflation may result loss competitiveness occurs sector labor intensity low consumption expenditure share small confirm prediction using data industry nine asian country specifically although found exporting pattern asia degree competitiveness asian economy substantially changed structural change caused labor intensity wage inflation however due data limitation cannot conclude whether structural change come change cost capital change total factor productivity
10.1016/j.econlet.2021.109877,"This paper tests whether volatility in inflation and GDP growth was higher at the ZLB across the period from 1990:1 to 2019:3 as predicted by conventional models. Contrary to the theoretical predictions, volatility was not higher at the ZLB.",0,paper test whether volatility inflation gdp growth higher zlb across period predicted conventional model contrary theoretical prediction volatility higher zlb
10.2139/ssrn.3752523,"How do macroeconomic expectations affect consumer decisions? We examine this question using a natural field experiment with 2,872 credit card customers from a large commercial bank. We conduct a survey to measure consumer expectations about future inflation and the nominal exchange rate and combine this with an information-provision experiment that generates exogenous variation in these expectations. We merge the survey and experimental data with detailed administrative data on the subjects' credit card transactions and balances. The experiment is designed to test three standard predictions from models of intertemporal consumption choice: inflation expectations should affect spending on durables; exchange rate expectations should affect spending on tradables; and, holding constant the nominal interest rate, inflation expectations should affect borrowing. We find that the information provided to participants strongly affects subjective expectations. However, we do not find any significant effects on actual consumer behavior (as measured in administrative data) or self-reported consumption plans (as measured in survey data). Our preferred interpretation is that consumers are not sophisticated enough to factor inflation and exchange rate expectations into their consumption decisions. The absence of a link between consumer expectations and behavior has potentially important implications for macroeconomic policies such as forward guidance.",0,macroeconomic expectation affect consumer decision examine question using natural field experiment credit card customer large commercial bank conduct survey measure consumer expectation future inflation nominal exchange rate combine informationprovision experiment generates exogenous variation expectation merge survey experimental data detailed administrative data subject credit card transaction balance experiment designed test three standard prediction model intertemporal consumption choice inflation expectation affect spending durables exchange rate expectation affect spending tradables holding constant nominal interest rate inflation expectation affect borrowing find information provided participant strongly affect subjective expectation however find significant effect actual consumer behavior measured administrative data selfreported consumption plan measured survey data preferred interpretation consumer sophisticated enough factor inflation exchange rate expectation consumption decision absence link consumer expectation behavior potentially important implication macroeconomic policy forward guidance
10.1017/s0266466600003066,"The prediction of future events and developments is an  exciting and perhaps mysterious task, often associated  with the aura of prophets and seers instead of probabilistic  models and computer screens. The reality of macroeconomic  forecasting, however, is quite mundane. Predictions of  macroeconomic aggregates play an important role in the  decision making of private enterprises, central banks,  and governments. In general, forecasts become less popular  if they turn out to be inaccurate ex post, and the postwar  history of macroeconomic forecasting has had its share  of disappointments. For instance, in the early 1980's,  economists tested inflation forecasts taken over the previous  20 years and found that the forecasts were poor, partly  as a result of the oil price shocks in the 1970's.  A recent study (Croushore, 1998) with data up to 1996 provides  a more favorable assessment of the quality of inflation  forecasts.",0,prediction future event development exciting perhaps mysterious task often associated aura prophet seer instead probabilistic model computer screen reality macroeconomic forecasting however quite mundane prediction macroeconomic aggregate play important role decision making private enterprise central bank government general forecast become less popular turn inaccurate ex post postwar history macroeconomic forecasting share disappointment instance early economist tested inflation forecast taken previous year found forecast poor partly result oil price shock recent study croushore data provides favorable assessment quality inflation forecast
10.1515/ngoe-2015-0009,"Abstract This paper brings to light an economic problem that frequently appears in practice: For the same variable, more alternative forecasts are proposed, yet the decision-making process requires the use of a single prediction. Therefore, a forecast assessment is necessary to select the best prediction. The aim of this research is to propose some strategies for improving the unemployment rate forecast in Romania by conducting a comparative accuracy analysis of unemployment rate forecasts based on two quantitative methods: Kalman filter and vector-auto-regressive (VAR) models. The first method considers the evolution of unemployment components, while the VAR model takes into account the interdependencies between the unemployment rate and the inflation rate. According to the Granger causality test, the inflation rate in the first difference is a cause of the unemployment rate in the first difference, these data sets being stationary. For the unemployment rate forecasts for 2010-2012 in Romania, the VAR models (in all variants of VAR simulations) determined more accurate predictions than Kalman filter based on two state space models for all accuracy measures. According to mean absolute scaled error, the dynamic-stochastic simulations used in predicting unemployment based on the VAR model are the most accurate. Another strategy for improving the initial forecasts based on the Kalman filter used the adjusted unemployment data transformed by the application of the Hodrick-Prescott filter. However, the use of VAR models rather than different variants of the Kalman filter methods remains the best strategy in improving the quality of the unemployment rate forecast in Romania. The explanation of these results is related to the fact that the interaction of unemployment with inflation provides useful information for predictions of the evolution of unemployment related to its components (i.e., natural unemployment and cyclical component).",0,abstract paper brings light economic problem frequently appears practice variable alternative forecast proposed yet decisionmaking process requires use single prediction therefore forecast assessment necessary select best prediction aim research propose strategy improving unemployment rate forecast romania conducting comparative accuracy analysis unemployment rate forecast based two quantitative method kalman filter vectorautoregressive var model first method considers evolution unemployment component var model take account interdependency unemployment rate inflation rate according granger causality test inflation rate first difference cause unemployment rate first difference data set stationary unemployment rate forecast romania var model variant var simulation determined accurate prediction kalman filter based two state space model accuracy measure according mean absolute scaled error dynamicstochastic simulation used predicting unemployment based var model accurate another strategy improving initial forecast based kalman filter used adjusted unemployment data transformed application hodrickprescott filter however use var model rather different variant kalman filter method remains best strategy improving quality unemployment rate forecast romania explanation result related fact interaction unemployment inflation provides useful information prediction evolution unemployment related component ie natural unemployment cyclical component
10.1016/0169-2070(91)90050-6,"This paper analyzes forecast precision as it pertains to four major us macroeconomic variables from 1983.II through 1988.III. The data set, comprised of Blue Chip consensus predictions of approximately fifty economists and informed business professionals, sequentially lengthens the forecast horizon from one through four quarters. Applying the Theil Mean Square Error measure to the forecasts of the Fed Funds rate, money growth, and inflation, the results show prediction accuracy declining as the forecast window is lengthened. Conversely, for real GNP growth, forecast accuracy improves with a longer horizon. A decomposition analysis of the errors reveals further insight into the nature of professional prediction performance. For all four variables, forecast bias is shown to be a systematic influence in the errors. This is especially true for inflation. Additionally, at longer horizons (with the exception of real GNP) we find slope error growing as the dominant systematic influence, replacing bias in the forecast error. This finding indicates forecasters are, in general, unable to anticipate changes in direction for these variables over time. Our results suggest that forecasters, in addition to more accurately tracking trend determinants, can improve prediction performance by more closely monitoring those factors which produce turning points in the data.",0,paper analyzes forecast precision pertains four major u macroeconomic variable ii iii data set comprised blue chip consensus prediction approximately fifty economist informed business professional sequentially lengthens forecast horizon one four quarter applying theil mean square error measure forecast fed fund rate money growth inflation result show prediction accuracy declining forecast window lengthened conversely real gnp growth forecast accuracy improves longer horizon decomposition analysis error reveals insight nature professional prediction performance four variable forecast bias shown systematic influence error especially true inflation additionally longer horizon exception real gnp find slope error growing dominant systematic influence replacing bias forecast error finding indicates forecaster general unable anticipate change direction variable time result suggest forecaster addition accurately tracking trend determinant improve prediction performance closely monitoring factor produce turning point data
10.1016/j.jmoneco.2017.09.003,"Many new-Keynesian models produce a deep recession with deflation at the zero bound. These models also make unusual policy predictions: Useless government spending, technical regress, capital destruction, and forward guidance can raise output. Moreover, these predictions are larger as prices become less sticky and as changes are expected further in the future. I show that these predictions are strongly affected by equilibrium selection. For the same interest-rate path, equilibria that bound initial jumps predict mild inflation, small output variation, negative multipliers, small effects of far-off expectations and a smooth frictionless limit. Fiscal policy considerations suggest the latter equilibria.",0,many newkeynesian model produce deep recession deflation zero bound model also make unusual policy prediction useless government spending technical regress capital destruction forward guidance raise output moreover prediction larger price become less sticky change expected future show prediction strongly affected equilibrium selection interestrate path equilibrium bound initial jump predict mild inflation small output variation negative multiplier small effect faroff expectation smooth frictionless limit fiscal policy consideration suggest latter equilibrium
10.2139/ssrn.2550328,"This paper presents an equilibrium bond pricing model driven by two stochastic factors: the real interest rate and the expected rate of inflation. The model’s parameters are estimated using a maximum likelihood technique based on a Kalman filter. Data on nominal U.S. Treasury securities and Survey of Professional Forecasters predictions of the GDP deflator are employed to identify the separate effects of real and nominal variables. The market prices of real interest rate risk and inflation risk are estimated, which allows us to construct yield curves for nominal and indexed U.S. Treasury securities. The relative costs of nominal and indexed bonds can then be assessed.",0,paper present equilibrium bond pricing model driven two stochastic factor real interest rate expected rate inflation model’s parameter estimated using maximum likelihood technique based kalman filter data nominal u treasury security survey professional forecaster prediction gdp deflator employed identify separate effect real nominal variable market price real interest rate risk inflation risk estimated allows u construct yield curve nominal indexed u treasury security relative cost nominal indexed bond assessed
10.17016/feds.2022.054r1,"Temporal aggregation biases estimates of monetary policy effects. We hypothesize that information mismatches between private agents and the econometrician—the source of temporal aggregationbias—are as important as the more studied mismatch between private agents and the centralbank (the “Fed information effect”) in the study of monetary policy transmission. In impulse responsesfrom both local projections and an unobserved components model, we find that the responseof daily inflation to high-frequency monetary shocks confirms theoretical predictions. If thereis an adverse-signed response such that inflation increases in response to a contractionary monetaryshock, it is much less prominent than previously thought and explained by frequency mismatches ofshocks and dependent variables.",0,temporal aggregation bias estimate monetary policy effect hypothesize information mismatch private agent econometrician—the source temporal aggregationbias—are important studied mismatch private agent centralbank “fed information effect” study monetary policy transmission impulse responsesfrom local projection unobserved component model find responseof daily inflation highfrequency monetary shock confirms theoretical prediction thereis adversesigned response inflation increase response contractionary monetaryshock much less prominent previously thought explained frequency mismatch ofshocks dependent variable
10.1016/0304-3878(95)00007-0,"This article explains why the existence of state-owned financial institutions makes it more difficult for a country to balance its budget. We show that states can use their financial institutions to transfer their deficits to the federal government. As a result, there is a bias towards large deficits and high inflation rates. Our model also predicts that state-owned financial institutions should underperform the market, mainly because they concentrate their portfolios on non-performing loans to their own shareholders, that is, the states. Brazil and Argentina are two countries with a history of high inflation that confirm our predictions.",0,article explains existence stateowned financial institution make difficult country balance budget show state use financial institution transfer deficit federal government result bias towards large deficit high inflation rate model also predicts stateowned financial institution underperform market mainly concentrate portfolio nonperforming loan shareholder state brazil argentina two country history high inflation confirm prediction
10.2139/ssrn.2706512,"We introduce a money demand motive in a life-cycle portfolio choice model and estimate the structural parameters that can generate limited stock market participation and plausible holdings of money, bonds and stocks. The model predicts an increase in bond holdings over the life cycle, and a declining share of money in portfolios as wealth increases. Both predictions are consistent with the data, even though the model overpredicts (underpredicts) stock (bond) holdings in early life. When mean inflation approaches zero, the share of money in the financial portfolio rises at the expense of both bond and stockholdings, generating simultaneously a lower stock market participation rate.",0,introduce money demand motive lifecycle portfolio choice model estimate structural parameter generate limited stock market participation plausible holding money bond stock model predicts increase bond holding life cycle declining share money portfolio wealth increase prediction consistent data even though model overpredicts underpredicts stock bond holding early life mean inflation approach zero share money financial portfolio rise expense bond stockholding generating simultaneously lower stock market participation rate
10.2139/ssrn.2173257,"We propose simulation-based forecasting methods for the noncausal vector autoregressive model proposed by Lanne and Saikkonen (2012). Simulation or numerical methods are required because the prediction problem is generally nonlinear and, therefore, its analytical solution is not available. It turns out that different special cases of the model call for different simulation procedures. Simulation experiments demonstrate that gains in forecasting accuracy are achieved by using the correct noncausal VAR model instead of its conventional causal counterpart. In an empirical application, a noncausal VAR model comprised of U.S. inflation and marginal cost turns out superior to the best-fitting conventional causal VAR model in forecasting inflation.",0,propose simulationbased forecasting method noncausal vector autoregressive model proposed lanne saikkonen simulation numerical method required prediction problem generally nonlinear therefore analytical solution available turn different special case model call different simulation procedure simulation experiment demonstrate gain forecasting accuracy achieved using correct noncausal var model instead conventional causal counterpart empirical application noncausal var model comprised u inflation marginal cost turn superior bestfitting conventional causal var model forecasting inflation
10.2139/ssrn.1077520,"This paper describes the official Riksbank forecasts for the period 2000-06. The forecast variables are those that are important for monetary policy analysis, i.e. inflation, GDP, productivity, employment, labour force, unemployment and financial variables such as interest rate and foreign exchange rate. The Riksbank's forecasts are presented and analyzed and compared with alternative forecasts, that is, those from other institutions and simple statistical models. One important message from the study is that macroeconomic forecasts are associated with an appreciable uncertainty; the forecast errors are often sizeable. The forecast memory, defined as how far the forecasts are more informative than the variables unconditional mean, is usually limited to the first year. Furthermore, we find that the inflation forecasts exhibit several appealing features, such as a predictability memory that (possibly) includes the second year, relatively low RMSE and weak efficiency. The forecasts for the investigated real variables are shown to be less precise and they have a shorter forecast memory. The exchange rate predictions demonstrate the least accurate (of the investigated variables) forecasts. Compared to other forecasters, the Riksbank's predictions are often more accurate. This holds for a comparison with the National Institute of Economic Research, even though the differences are statistically insignificant, as well as for a comparison with the participants in the Consensus Forecasts panel, where the Riksbank's predictions often are among the best. We also find indications that misjudgements for productivity growth have had effects on forecasts for both inflation and GDP, but the results suggest that the Riksbank has considered available information in an acceptable fashion. This is also true for the undertaken revisions (from one forecast occasion to another) of the published forecasts.",0,paper describes official riksbank forecast period forecast variable important monetary policy analysis ie inflation gdp productivity employment labour force unemployment financial variable interest rate foreign exchange rate riksbanks forecast presented analyzed compared alternative forecast institution simple statistical model one important message study macroeconomic forecast associated appreciable uncertainty forecast error often sizeable forecast memory defined far forecast informative variable unconditional mean usually limited first year furthermore find inflation forecast exhibit several appealing feature predictability memory possibly includes second year relatively low rmse weak efficiency forecast investigated real variable shown less precise shorter forecast memory exchange rate prediction demonstrate least accurate investigated variable forecast compared forecaster riksbanks prediction often accurate hold comparison national institute economic research even though difference statistically insignificant well comparison participant consensus forecast panel riksbanks prediction often among best also find indication misjudgements productivity growth effect forecast inflation gdp result suggest riksbank considered available information acceptable fashion also true undertaken revision one forecast occasion another published forecast
10.2139/ssrn.309943,The paper presents a theory of the demand for money that combines a special case of the shopping time exchange economy with the cash-in-advance framework. The model predicts that both higher inflation and financial innovation - that reduces the cost of credit - induces agents to substitute away from money towards exchange credit. This results in an interest elasticity of money that rises with the inflation rate rather than the constant elasticity found in standard shopping time specifications. A number of the key predictions of the banking time theory are tested using quarterly data for the US and Australia. We find empirical support for some aspects of the model.,0,paper present theory demand money combine special case shopping time exchange economy cashinadvance framework model predicts higher inflation financial innovation reduces cost credit induces agent substitute away money towards exchange credit result interest elasticity money rise inflation rate rather constant elasticity found standard shopping time specification number key prediction banking time theory tested using quarterly data u australia find empirical support aspect model
10.2139/ssrn.1569064,"Stock and Treasury bond comovement, volatilities, and their relations to their price valuations and fundamentals change stochastically over time, both in magnitude and direction. These stochastic changes are explained by a general equilibrium model in which agents learn about composite economic and inflation regimes. We estimate our model using both fundamentals and asset prices, and find that inflation news signal either positive or negative future real economic growth depending on the times, thereby affecting the direction of stock/bond comovement. The learning dynamics generate strong non-linearities between volatilities and price valuations. We find empirical support for numerous predictions of the model.",0,stock treasury bond comovement volatility relation price valuation fundamental change stochastically time magnitude direction stochastic change explained general equilibrium model agent learn composite economic inflation regime estimate model using fundamental asset price find inflation news signal either positive negative future real economic growth depending time thereby affecting direction stockbond comovement learning dynamic generate strong nonlinearities volatility price valuation find empirical support numerous prediction model
10.1007/s12197-009-9085-3,"We use data from the Wall Street Journal’s semi-annual survey of professional economists to test whether individual economists’ six-month-ahead predictions of real GDP growth, unemployment, short-term interest rates and inflation reflect Okun’s Law and the Taylor Rule. We conclude the economists believe real growth is less responsive to unemployment-rate changes than the textbook version of Okun’s Law; we also find the economists believe the Federal Reserve sets short-term interest rates by placing more weight on unemployment and less weight on inflation than the Taylor Rule prescribes.",0,use data wall street journal’s semiannual survey professional economist test whether individual economists’ sixmonthahead prediction real gdp growth unemployment shortterm interest rate inflation reflect okun’s law taylor rule conclude economist believe real growth less responsive unemploymentrate change textbook version okun’s law also find economist believe federal reserve set shortterm interest rate placing weight unemployment less weight inflation taylor rule prescribes
10.2139/ssrn.2561026,"We propose a no-arbitrage term structure model with a Taylor rule and two macroeconomic variables, real activity growth and inflation, that each contain long-run and short-run components. Variance decompositions and impulse responses indicate that the impact of macroeconomic variables on the term structure differs from existing models. For short maturities, inflation is relatively more important than real activity growth at short forecast horizons. For longer maturity yields, the long-run component of inflation explains most of the long-horizon forecast variance, but real activity growth matters for short forecast horizons. Unlike existing macro models, the model implies plausible term premia and expectations of short rates. The long-run components also improve the prediction of bond excess returns relative to information in the yield curve and macro variables. Measures of in-sample and out-of-sample fit confirm the benefits of allowing for long- and short-run components.",0,propose noarbitrage term structure model taylor rule two macroeconomic variable real activity growth inflation contain longrun shortrun component variance decomposition impulse response indicate impact macroeconomic variable term structure differs existing model short maturity inflation relatively important real activity growth short forecast horizon longer maturity yield longrun component inflation explains longhorizon forecast variance real activity growth matter short forecast horizon unlike existing macro model model implies plausible term premia expectation short rate longrun component also improve prediction bond excess return relative information yield curve macro variable measure insample outofsample fit confirm benefit allowing long shortrun component
10.1080/09603100050031570,"The performance of the P∗ model is tested as an inflation forecaster for the Spanish economy. It is shown that log-run relationships work as expected according to the model and the Quantitative Theory of Money. The Error Correction Model constructed by using the gap between actual prices and the long-term equilibrium price level as an error correction term, offers a consistent explanation for the short-run dynamics in prices. On the other hand, the P∗ approach shows a forecasting ability similar to that presented for other countries in several studies, although the degree of accuracy in the prediction is not specially satisfactory, mainly for the period 1989:3- 1992:3, when the credibility effect generated by the inclusion of the Spanish peseta in the European Monetary System led to an inflation rate much lower than that predicted by the model. Results support the option of a direct inflation target (instead of a monetary aggregate) as the intermediate variable of the monetary policy.",0,performance p∗ model tested inflation forecaster spanish economy shown logrun relationship work expected according model quantitative theory money error correction model constructed using gap actual price longterm equilibrium price level error correction term offer consistent explanation shortrun dynamic price hand p∗ approach show forecasting ability similar presented country several study although degree accuracy prediction specially satisfactory mainly period credibility effect generated inclusion spanish peseta european monetary system led inflation rate much lower predicted model result support option direct inflation target instead monetary aggregate intermediate variable monetary policy
10.48550/arxiv.2010.12263,"This paper considers forecasts of the growth and inflation distributions of the United Kingdom with factor-augmented quantile autoregressions under a model averaging framework. We investigate model combinations across models using weights that minimise the Akaike Information Criterion (AIC), the Bayesian Information Criterion (BIC), the Quantile Regression Information Criterion (QRIC) as well as the leave-one-out cross validation criterion. The unobserved factors are estimated by principal components of a large panel with N predictors over T periods under a recursive estimation scheme. We apply the aforementioned methods to the UK GDP growth and CPI inflation rate. We find that, on average, for GDP growth, in terms of coverage and final prediction error, the equal weights or the weights obtained by the AIC and BIC perform equally well but are outperformed by the QRIC and the Jackknife approach on the majority of the quantiles of interest. In contrast, the naive QAR(1) model of inflation outperforms all model averaging methodologies.",1,paper considers forecast growth inflation distribution united kingdom factoraugmented quantile autoregressions model averaging framework investigate model combination across model using weight minimise akaike information criterion aic bayesian information criterion bic quantile regression information criterion qric well leaveoneout cross validation criterion unobserved factor estimated principal component large panel n predictor period recursive estimation scheme apply aforementioned method uk gdp growth cpi inflation rate find average gdp growth term coverage final prediction error equal weight weight obtained aic bic perform equally well outperformed qric jackknife approach majority quantiles interest contrast naive qar model inflation outperforms model averaging methodology
10.1080/15140326.2020.1795526,"In this paper we derive a new model on exchange rate response to a lasting higher interest rate level. Contemporary models do not provide a convincing explanation for this relationship, but recent research suggests that models based on demand-pull effects to be somewhat confined to small funding cost increases. This would make cost-push effects more relevant when the interest rate differential (IRD) is larger and longer-lasting. The new model accounts for cost-push effects and suggests that a persistent higher IRD can evoke multiple responses, including currency depreciation, specialization, inflation, and wage drift. The model suggests that excessive long-lasting IRD can spark a chronic interaction between inflation and currency depreciation. Empirical data substantiate the prediction capability of the new model. We also demonstrate how the uncovered interest rate parity (UIP) principle is a special case, which can explain its empirical research anomalies, and when carry trade is a profitable investment strategy.",0,paper derive new model exchange rate response lasting higher interest rate level contemporary model provide convincing explanation relationship recent research suggests model based demandpull effect somewhat confined small funding cost increase would make costpush effect relevant interest rate differential ird larger longerlasting new model account costpush effect suggests persistent higher ird evoke multiple response including currency depreciation specialization inflation wage drift model suggests excessive longlasting ird spark chronic interaction inflation currency depreciation empirical data substantiate prediction capability new model also demonstrate uncovered interest rate parity uip principle special case explain empirical research anomaly carry trade profitable investment strategy
10.51558/2303-680x.2021.19.1.3,"The joint hypothesis test is a replicable interpretation of the quantity theory of money (QTM) when used as an inflation theory. This study examined the effect of money supply and gross domestic product (GDP) growth on inflation volatility. We used the cross- country data of 40 countries, both in 2002 and 2014, from the World Bank publications. We analyzed the data using both the unrestricted regression model and joint hypothesis testing (the Wald test). The unrestricted regression results pointed inflation volatility in 40 countries was mostly driven by the monetary side, not by the real sector. Meanwhile, the joint hypothesis test demonstrated Strong Wald and Weak Wald test for the QTM prediction were rejected. These findings implied undesirable results from a monetarist perspective. We proposed an alternative method to confirm the joint hypothesis test from the QTM. It would be interesting to see whether our findings hold in other countries.",0,joint hypothesis test replicable interpretation quantity theory money qtm used inflation theory study examined effect money supply gross domestic product gdp growth inflation volatility used cross country data country world bank publication analyzed data using unrestricted regression model joint hypothesis testing wald test unrestricted regression result pointed inflation volatility country mostly driven monetary side real sector meanwhile joint hypothesis test demonstrated strong wald weak wald test qtm prediction rejected finding implied undesirable result monetarist perspective proposed alternative method confirm joint hypothesis test qtm would interesting see whether finding hold country
